r,xn
0.0,0.0
4.000040000400004e-05,0.0
8.000080000800008e-05,0.0
0.00012000120001200012,0.0
0.00016000160001600016,0.0
0.00020000200002000018,0.0
0.00024000240002400024,0.0
0.0002800028000280003,0.0
0.0003200032000320003,0.0
0.00036000360003600034,0.0
0.00040000400004000037,0.0
0.00044000440004400045,0.0
0.00048000480004800047,0.0
0.0005200052000520005,0.0
0.0005600056000560006,0.0
0.0006000060000600005,0.0
0.0006400064000640006,0.0
0.0006800068000680007,0.0
0.0007200072000720007,0.0
0.0007600076000760008,0.0
0.0008000080000800007,0.0
0.0008400084000840008,0.0
0.0008800088000880009,0.0
0.0009200092000920009,0.0
0.0009600096000960009,0.0
0.001000010000100001,0.0
0.001040010400104001,0.0
0.001080010800108001,0.0
0.0011200112001120012,0.0
0.0011600116001160012,0.0
0.001200012000120001,0.0
0.0012400124001240012,0.0
0.0012800128001280013,0.0
0.0013200132001320013,0.0
0.0013600136001360014,0.0
0.0014000140001400013,0.0
0.0014400144001440014,0.0
0.0014800148001480014,0.0
0.0015200152001520015,0.0
0.0015600156001560016,0.0
0.0016000160001600015,0.0
0.0016400164001640015,0.0
0.0016800168001680016,0.0
0.0017200172001720017,0.0
0.0017600176001760018,0.0
0.0018000180001800019,0.0
0.0018400184001840017,0.0
0.0018800188001880018,0.0
0.0019200192001920019,0.0
0.0019600196001960018,0.0
0.002000020000200002,0.0
0.002040020400204002,0.0
0.002080020800208002,0.0
0.002120021200212002,0.0
0.002160021600216002,0.0
0.0022000220002200022,0.0
0.0022400224002240023,0.0
0.0022800228002280024,0.0
0.0023200232002320025,0.0
0.002360023600236002,0.0
0.002400024000240002,0.0
0.0024400244002440023,0.0
0.0024800248002480024,0.0
0.0025200252002520024,0.0
0.0025600256002560025,0.0
0.0026000260002600026,0.0
0.0026400264002640027,0.0
0.0026800268002680028,0.0
0.002720027200272003,0.0
0.002760027600276003,0.0
0.0028000280002800026,0.0
0.0028400284002840026,0.0
0.0028800288002880027,0.0
0.002920029200292003,0.0
0.002960029600296003,0.0
0.003000030000300003,0.0
0.003040030400304003,0.0
0.003080030800308003,0.0
0.003120031200312003,0.0
0.0031600316003160033,0.0
0.003200032000320003,0.0
0.003240032400324003,0.0
0.003280032800328003,0.0
0.003320033200332003,0.0
0.0033600336003360032,0.0
0.0034000340003400033,0.0
0.0034400344003440034,0.0
0.0034800348003480035,0.0
0.0035200352003520036,0.0
0.0035600356003560036,0.0
0.0036000360003600037,0.0
0.0036400364003640034,0.0
0.0036800368003680035,0.0
0.0037200372003720035,0.0
0.0037600376003760036,0.0
0.0038000380003800037,0.0
0.0038400384003840038,0.0
0.003880038800388004,1.6799799318999303e-254
0.0039200392003920035,0.0
0.003960039600396004,0.0
0.004000040000400004,0.0
0.004040040400404004,0.0
0.004080040800408004,0.0
0.004120041200412004,0.0
0.004160041600416004,0.0
0.0042000420004200045,0.0
0.004240042400424004,0.0
0.004280042800428004,0.0
0.004320043200432004,0.0
0.004360043600436004,0.0
0.0044000440004400045,0.0
0.004440044400444004,0.0
0.004480044800448005,3.0167123569023397e-243
0.004520045200452004,0.0
0.004560045600456005,0.0
0.004600046000460004,0.0
0.004640046400464005,0.0
0.004680046800468005,0.0
0.004720047200472004,0.0
0.004760047600476005,0.0
0.004800048000480004,0.0
0.004840048400484005,0.0
0.0048800488004880046,0.0
0.004920049200492005,0.0
0.004960049600496005,0.0
0.005000050000500005,0.0
0.005040050400504005,0.0
0.005080050800508005,0.0
0.005120051200512005,0.0
0.005160051600516005,0.0
0.005200052000520005,0.0
0.005240052400524005,0.0
0.005280052800528005,0.0
0.005320053200532005,0.0
0.0053600536005360055,0.0
0.005400054000540005,0.0
0.005440054400544006,0.0
0.005480054800548005,0.0
0.005520055200552006,0.0
0.0055600556005560055,0.0
0.005600056000560005,0.0
0.005640056400564006,0.0
0.005680056800568005,0.0
0.005720057200572006,0.0
0.0057600576005760054,0.0
0.005800058000580006,0.0
0.005840058400584006,0.0
0.005880058800588006,0.0
0.005920059200592006,0.0
0.005960059600596006,0.0
0.006000060000600006,0.0
0.006040060400604006,0.0
0.006080060800608006,0.0
0.006120061200612006,0.0
0.006160061600616006,0.0
0.006200062000620006,0.0
0.006240062400624006,0.0
0.006280062800628006,0.0
0.0063200632006320066,0.0
0.006360063600636006,0.0
0.006400064000640006,0.0
0.006440064400644006,0.0
0.006480064800648006,0.0
0.0065200652006520065,0.0
0.006560065600656006,0.0
0.006600066000660007,0.0
0.006640066400664006,0.0
0.006680066800668007,0.0
0.0067200672006720065,0.0
0.006760067600676007,0.0
0.006800068000680007,0.0
0.006840068400684006,0.0
0.006880068800688007,0.0
0.0069200692006920065,0.0
0.006960069600696007,0.0
0.007000070000700007,0.0
0.007040070400704007,0.0
0.007080070800708007,0.0
0.007120071200712007,0.0
0.007160071600716007,0.0
0.0072000720007200075,0.0
0.007240072400724007,0.0
0.007280072800728007,0.0
0.007320073200732007,2.215243e-317
0.007360073600736007,0.0
0.007400074000740007,0.0
0.007440074400744007,0.0
0.007480074800748008,0.0
0.007520075200752007,0.0
0.007560075600756008,0.0
0.007600076000760007,0.0
0.007640076400764008,0.0
0.0076800768007680075,0.0
0.007720077200772007,0.0
0.007760077600776008,0.0
0.007800078000780007,0.0
0.007840078400784007,0.0
0.007880078800788008,0.0
0.007920079200792008,0.0
0.007960079600796009,0.0
0.008000080000800007,0.0
0.008040080400804008,0.0
0.008080080800808008,0.0
0.008120081200812007,0.0
0.008160081600816008,0.0
0.008200082000820008,0.0
0.008240082400824009,0.0
0.008280082800828007,0.0
0.008320083200832008,0.0
0.008360083600836008,0.0
0.008400084000840009,0.0
0.008440084400844008,0.0
0.008480084800848008,0.0
0.008520085200852009,0.0
0.008560085600856008,0.0
0.008600086000860008,0.0
0.008640086400864009,0.0
0.008680086800868009,0.0
0.008720087200872008,0.0
0.008760087600876008,0.0
0.008800088000880009,0.0
0.00884008840088401,0.0
0.008880088800888008,0.0
0.008920089200892009,0.0
0.00896008960089601,0.0
0.009000090000900008,0.0
0.009040090400904009,1.8585016091078915e-240
0.009080090800908009,0.0
0.00912009120091201,0.0
0.009160091600916008,0.0
0.009200092000920009,0.0
0.00924009240092401,0.0
0.00928009280092801,0.0
0.009320093200932009,0.0
0.00936009360093601,0.0
0.00940009400094001,0.0
0.009440094400944008,0.0
0.009480094800948009,0.0
0.00952009520095201,0.0
0.00956009560095601,0.0
0.009600096000960009,0.0
0.00964009640096401,4.9384339157306e-217
0.00968009680096801,0.0
0.00972009720097201,0.0
0.009760097600976009,0.0
0.00980009800098001,0.0
0.00984009840098401,0.0
0.009880098800988009,0.0
0.00992009920099201,0.0
0.00996009960099601,0.0
0.01000010000100001,0.0
0.01004010040100401,0.0
0.01008010080100801,0.0
0.01012010120101201,0.0
0.01016010160101601,2.65848233168786e-298
0.01020010200102001,0.0
0.01024010240102401,0.0
0.01028010280102801,0.0
0.01032010320103201,0.0
0.01036010360103601,0.0
0.01040010400104001,0.0
0.010440104401044011,0.0
0.01048010480104801,0.0
0.01052010520105201,0.0
0.01056010560105601,0.0
0.010600106001060011,0.0
0.01064010640106401,0.0
0.01068010680106801,0.0
0.010720107201072011,0.0
0.01076010760107601,0.0
0.01080010800108001,2.764094970149555e-239
0.01084010840108401,0.0
0.010880108801088011,0.0
0.01092010920109201,0.0
0.01096010960109601,0.0
0.011000110001100011,0.0
0.011040110401104012,0.0
0.01108011080110801,0.0
0.011120111201112011,0.0
0.011160111601116011,0.0
0.01120011200112001,0.0
0.01124011240112401,0.0
0.011280112801128011,0.0
0.011320113201132012,0.0
0.01136011360113601,0.0
0.011400114001140011,0.0
0.011440114401144012,0.0
0.011480114801148012,0.0
0.011520115201152011,0.0
0.011560115601156011,0.0
0.011600116001160012,0.0
0.01164011640116401,0.0
0.011680116801168011,0.0
0.011720117201172012,0.0
0.011760117601176012,0.0
0.011800118001180011,0.0
0.011840118401184012,0.0
0.011880118801188012,0.0
0.011920119201192013,0.0
0.011960119601196011,0.0
0.012000120001200012,0.0
0.012040120401204012,0.0
0.012080120801208011,0.0
0.012120121201212012,0.0
0.012160121601216012,0.0
0.012200122001220013,0.0
0.012240122401224011,0.0
0.012280122801228012,0.0
0.012320123201232012,0.0
0.012360123601236013,0.0
0.012400124001240012,0.0
0.012440124401244012,0.0
0.012480124801248013,0.0
0.012520125201252012,0.0
0.012560125601256012,0.0
0.012600126001260013,0.0
0.012640126401264013,0.0
0.012680126801268012,0.0
0.012720127201272012,0.0
0.012760127601276013,0.0
0.012800128001280012,0.0
0.012840128401284012,0.0
0.012880128801288013,0.0
0.012920129201292013,0.0
0.012960129601296012,0.0
0.013000130001300013,0.0
0.013040130401304013,0.0
0.013080130801308014,0.0
0.013120131201312012,0.0
0.013160131601316013,0.0
0.013200132001320013,0.0
0.013240132401324012,0.0
0.013280132801328013,0.0
0.013320133201332013,0.0
0.013360133601336014,0.0
0.013400134001340012,0.0
0.013440134401344013,0.0
0.013480134801348014,0.0
0.013520135201352014,0.0
0.013560135601356013,0.0
0.013600136001360013,0.0
0.013640136401364014,0.0
0.013680136801368013,0.0
0.013720137201372013,0.0
0.013760137601376014,0.0
0.013800138001380014,0.0
0.013840138401384013,0.0
0.013880138801388013,0.0
0.013920139201392014,0.0
0.013960139601396014,0.0
0.014000140001400013,0.0
0.014040140401404014,0.0
0.014080140801408014,0.0
0.014120141201412013,3.3395422051750426e-262
0.014160141601416014,0.0
0.014200142001420014,0.0
0.014240142401424015,0.0
0.014280142801428013,1.207724213469401e-307
0.014320143201432014,0.0
0.014360143601436014,0.0
0.014400144001440015,0.0
0.014440144401444014,0.0
0.014480144801448014,0.0
0.014520145201452015,0.0
0.014560145601456013,0.0
0.014600146001460014,9.87e-321
0.014640146401464015,0.0
0.014680146801468015,0.0
0.014720147201472014,0.0
0.014760147601476014,0.0
0.014800148001480015,0.0
0.014840148401484015,0.0
0.014880148801488014,0.0
0.014920149201492015,6.550104177577276e-195
0.014960149601496015,0.0
0.015000150001500014,0.0
0.015040150401504014,0.0
0.015080150801508015,0.0
0.015120151201512015,0.0
0.015160151601516014,0.0
0.015200152001520015,0.0
0.015240152401524015,0.0
0.015280152801528016,0.0
0.015320153201532015,0.0
0.015360153601536015,0.0
0.015400154001540016,0.0
0.015440154401544014,0.0
0.015480154801548015,0.0
0.015520155201552015,0.0
0.015560155601556016,0.0
0.015600156001560015,0.0
0.015640156401564017,0.0
0.015680156801568014,0.0
0.015720157201572015,0.0
0.015760157601576015,3.858083538771316e-304
0.015800158001580016,0.0
0.015840158401584016,0.0
0.015880158801588017,0.0
0.015920159201592017,0.0
0.015960159601596014,0.0
0.016000160001600015,0.0
0.016040160401604015,0.0
0.016080160801608016,0.0
0.016120161201612016,0.0
0.016160161601616017,0.0
0.016200162001620017,0.0
0.016240162401624014,0.0
0.016280162801628015,0.0
0.016320163201632015,0.0
0.016360163601636016,0.0
0.016400164001640016,0.0
0.016440164401644017,0.0
0.016480164801648017,0.0
0.016520165201652018,0.0
0.016560165601656015,0.0
0.016600166001660015,0.0
0.016640166401664016,0.0
0.016680166801668016,0.0
0.016720167201672017,0.0
0.016760167601676017,0.0
0.016800168001680018,0.0
0.016840168401684015,5.125767076783797e-184
0.016880168801688016,0.0
0.016920169201692016,0.0
0.016960169601696017,0.0
0.017000170001700017,0.0
0.017040170401704018,0.0
0.017080170801708018,0.0
0.017120171201712015,0.0
0.017160171601716016,1.6946037933291776e-248
0.017200172001720016,0.0
0.017240172401724017,0.0
0.017280172801728017,0.0
0.017320173201732018,0.0
0.017360173601736018,0.0
0.01740017400174002,0.0
0.017440174401744016,0.0
0.017480174801748016,0.0
0.017520175201752017,0.0
0.017560175601756017,0.0
0.017600176001760018,0.0
0.01764017640176402,0.0
0.01768017680176802,0.0
0.017720177201772016,0.0
0.017760177601776016,0.0
0.017800178001780017,0.0
0.017840178401784017,0.0
0.017880178801788018,0.0
0.01792017920179202,0.0
0.01796017960179602,0.0
0.018000180001800016,0.0
0.018040180401804017,0.0
0.018080180801808017,0.0
0.018120181201812018,0.0
0.018160181601816018,0.0
0.01820018200182002,0.0
0.01824018240182402,0.0
0.01828018280182802,0.0
0.018320183201832017,0.0
0.018360183601836017,0.0
0.018400184001840018,0.0
0.018440184401844018,0.0
0.01848018480184802,0.0
0.01852018520185202,0.0
0.01856018560185602,0.0
0.018600186001860017,0.0
0.018640186401864017,0.0
0.018680186801868018,0.0
0.01872018720187202,0.0
0.01876018760187602,0.0
0.01880018800188002,0.0
0.01884018840188402,0.0
0.018880188801888017,0.0
0.018920189201892017,0.0
0.018960189601896018,0.0
0.01900019000190002,0.0
0.01904019040190402,0.0
0.01908019080190802,0.0
0.01912019120191202,3.061492019341506e-197
0.01916019160191602,0.0
0.019200192001920018,0.0
0.019240192401924018,0.0
0.01928019280192802,0.0
0.01932019320193202,0.0
0.01936019360193602,0.0
0.01940019400194002,0.0
0.01944019440194402,0.0
0.019480194801948018,0.0
0.019520195201952018,0.0
0.01956019560195602,9.614149363569152e-222
0.01960019600196002,0.0
0.01964019640196402,0.0
0.01968019680196802,0.0
0.01972019720197202,0.0
0.019760197601976018,0.0
0.01980019800198002,0.0
0.01984019840198402,0.0
0.01988019880198802,0.0
0.01992019920199202,0.0
0.01996019960199602,0.0
0.02000020000200002,0.0
0.02004020040200402,0.0
0.02008020080200802,0.0
0.02012020120201202,0.0
0.02016020160201602,0.0
0.02020020200202002,0.0
0.02024020240202402,0.0
0.02028020280202802,0.0
0.02032020320203202,0.0
0.02036020360203602,0.0
0.02040020400204002,2.33573429067e-312
0.02044020440204402,0.0
0.02048020480204802,0.0
0.02052020520205202,0.0
0.02056020560205602,1.3858066777694012e-188
0.02060020600206002,4.7150492105411034e-266
0.02064020640206402,0.0
0.02068020680206802,0.0
0.02072020720207202,0.0
0.02076020760207602,0.0
0.02080020800208002,0.0
0.02084020840208402,0.0
0.020880208802088022,0.0
0.02092020920209202,0.0
0.02096020960209602,0.0
0.02100021000210002,0.0
0.02104021040210402,0.0
0.02108021080210802,0.0
0.02112021120211202,0.0
0.021160211602116022,0.0
0.021200212002120022,0.0
0.02124021240212402,0.0
0.02128021280212802,0.0
0.02132021320213202,0.0
0.02136021360213602,0.0
0.02140021400214002,0.0
0.021440214402144022,0.0
0.021480214802148023,0.0
0.02152021520215202,0.0
0.02156021560215602,0.0
0.02160021600216002,0.0
0.02164021640216402,0.0
0.02168021680216802,0.0
0.021720217202172022,0.0
0.021760217602176023,0.0
0.02180021800218002,0.0
0.02184021840218402,0.0
0.02188021880218802,0.0
0.02192021920219202,0.0
0.021960219602196022,0.0
0.022000220002200022,0.0
0.022040220402204023,0.0
0.022080220802208023,0.0
0.02212022120221202,0.0
0.02216022160221602,0.0
0.02220022200222002,0.0
0.022240222402224022,0.0
0.022280222802228022,0.0
0.022320223202232023,0.0
0.022360223602236023,0.0
0.02240022400224002,0.0
0.02244022440224402,0.0
0.02248022480224802,0.0
0.022520225202252022,0.0
0.022560225602256023,0.0
0.022600226002260023,0.0
0.022640226402264024,0.0
0.02268022680226802,0.0
0.02272022720227202,0.0
0.02276022760227602,0.0
0.022800228002280022,0.0
0.022840228402284023,0.0
0.022880228802288023,0.0
0.022920229202292024,0.0
0.022960229602296024,0.0
0.02300023000230002,0.0
0.023040230402304022,0.0
0.023080230802308022,0.0
0.023120231202312023,0.0
0.023160231602316023,0.0
0.023200232002320024,0.0
0.023240232402324024,0.0
0.02328023280232802,0.0
0.023320233202332022,0.0
0.023360233602336022,0.0
0.023400234002340023,0.0
0.023440234402344023,0.0
0.023480234802348024,0.0
0.023520235202352024,0.0
0.02356023560235602,0.0
0.023600236002360022,0.0
0.023640236402364023,0.0
0.023680236802368023,0.0
0.023720237202372024,0.0
0.023760237602376024,0.0
0.023800238002380025,0.0
0.023840238402384025,0.0
0.023880238802388022,0.0
0.023920239202392023,0.0
0.023960239602396023,0.0
0.024000240002400024,0.0
0.024040240402404024,0.0
0.024080240802408025,0.0
0.024120241202412025,0.0
0.024160241602416022,0.0
0.024200242002420023,0.0
0.024240242402424023,0.0
0.024280242802428024,0.0
0.024320243202432024,0.0
0.024360243602436025,0.0
0.024400244002440025,0.0
0.024440244402444022,1.5658060450611265e-299
0.024480244802448023,0.0
0.024520245202452023,0.0
0.024560245602456024,0.0
0.024600246002460024,2.362410874716241e-289
0.024640246402464025,0.0
0.024680246802468025,0.0
0.024720247202472026,0.0
0.024760247602476023,0.0
0.024800248002480024,0.0
0.024840248402484024,0.0
0.024880248802488025,0.0
0.024920249202492025,0.0
0.024960249602496026,0.0
0.025000250002500026,0.0
0.025040250402504023,0.0
0.025080250802508024,0.0
0.025120251202512024,0.0
0.025160251602516025,0.0
0.025200252002520025,0.0
0.025240252402524026,0.0
0.025280252802528026,0.0
0.025320253202532023,0.0
0.025360253602536024,0.0
0.025400254002540024,0.0
0.025440254402544025,0.0
0.025480254802548025,0.0
0.025520255202552026,0.0
0.025560255602556026,0.0
0.025600256002560023,0.0
0.025640256402564024,0.0
0.025680256802568024,0.0
0.025720257202572025,0.0
0.025760257602576025,0.0
0.025800258002580026,0.0
0.025840258402584027,1.0062101153461991e-234
0.025880258802588027,0.0
0.025920259202592024,0.0
0.025960259602596025,0.0
0.026000260002600025,0.0
0.026040260402604026,6.178048407792316e-163
0.026080260802608026,0.0
0.026120261202612027,0.0
0.026160261602616027,0.0
0.026200262002620024,0.0
0.026240262402624025,0.0
0.026280262802628025,0.0
0.026320263202632026,0.0
0.026360263602636026,0.0
0.026400264002640027,0.0
0.026440264402644027,0.0
0.026480264802648024,0.0
0.026520265202652025,0.0
0.026560265602656025,0.0
0.026600266002660026,0.0
0.026640266402664026,0.0
0.026680266802668027,0.0
0.026720267202672027,0.0
0.026760267602676028,0.0
0.026800268002680025,0.0
0.026840268402684025,0.0
0.026880268802688026,0.0
0.026920269202692027,0.0
0.026960269602696027,0.0
0.027000270002700028,0.0
0.027040270402704028,0.0
0.027080270802708025,0.0
0.027120271202712026,0.0
0.027160271602716026,0.0
0.027200272002720027,0.0
0.027240272402724027,0.0
0.027280272802728028,0.0
0.027320273202732028,0.0
0.027360273602736025,0.0
0.027400274002740026,0.0
0.027440274402744026,0.0
0.027480274802748027,0.0
0.027520275202752027,0.0
0.027560275602756028,0.0
0.02760027600276003,0.0
0.02764027640276403,0.0
0.027680276802768026,0.0
0.027720277202772026,0.0
0.027760277602776027,0.0
0.027800278002780027,0.0
0.027840278402784028,0.0
0.02788027880278803,0.0
0.02792027920279203,0.0
0.027960279602796026,0.0
0.028000280002800026,0.0
0.028040280402804027,0.0
0.028080280802808028,0.0
0.028120281202812028,0.0
0.02816028160281603,0.0
0.02820028200282003,0.0
0.028240282402824026,0.0
0.028280282802828027,0.0
0.028320283202832027,0.0
0.028360283602836028,0.0
0.028400284002840028,0.0
0.02844028440284403,0.0
0.02848028480284803,0.0
0.02852028520285203,0.0
0.028560285602856027,0.0
0.028600286002860027,0.0
0.028640286402864028,0.0
0.02868028680286803,0.0
0.02872028720287203,0.0
0.02876028760287603,0.0
0.02880028800288003,0.0
0.028840288402884027,0.0
0.028880288802888027,0.0
0.028920289202892028,0.0
0.02896028960289603,0.0
0.02900029000290003,3.6571516960589482e-301
0.02904029040290403,0.0
0.02908029080290803,0.0
0.029120291202912027,0.0
0.029160291602916028,0.0
0.029200292002920028,0.0
0.02924029240292403,0.0
0.02928029280292803,0.0
0.02932029320293203,0.0
0.02936029360293603,1.92985903e-315
0.02940029400294003,0.0
0.029440294402944028,0.0
0.029480294802948028,2.99740250637989e-223
